Request_ID,Timestamp,Service,Environment,Region,HTTP_Method,Status_Code,Latency_ms,CPU_Usage_pct,Payload_KB
REQ-01476,2026-03-28 07:36:00,Payment Service,Staging,Bangalore,GET,200,382.9,1.78,80
REQ-01477,2026-01-08 18:10:00,Auth Service,Staging,Pune,GET,200,110.2,0.27,373
REQ-01478,2026-05-22 02:01:00,Auth Service,Production,Mumbai,POST,200,112.2,2.94,441
REQ-01479,2026-03-01 04:20:00,Notification Service,Staging,Mumbai,POST,500,246.8,2.96,315
REQ-01480,2026-04-12 19:46:00,Payment Service,Production,Pune,GET,404,487.0,1.64,465
REQ-01481,2026-04-18 21:15:00,Auth Service,Production,Hyderabad,POST,200,153.3,3.87,279
REQ-01482,2026-01-20 17:10:00,User Service,Production,Bangalore,POST,200,175.9,2.32,213
REQ-01483,2026-06-11 21:18:00,User Service,Production,Bangalore,GET,200,223.2,3.24,303
REQ-01484,2026-06-10 18:33:00,API Gateway,Staging,Bangalore,POST,200,210.6,3.22,106
REQ-01485,2026-01-19 18:25:00,Notification Service,Production,Pune,GET,201,263.5,0.48,74
REQ-01486,2026-03-15 12:47:00,Payment Service,Production,Bangalore,GET,200,241.9,3.62,355
REQ-01487,2026-05-08 09:09:00,Auth Service,Production,Bangalore,POST,503,341.0,1.69,270
REQ-01488,2026-05-17 12:11:00,User Service,Production,Mumbai,GET,200,190.5,3.26,141
REQ-01489,2026-02-10 15:28:00,User Service,Staging,Bangalore,POST,200,293.7,1.92,428
REQ-01490,2026-05-21 15:20:00,API Gateway,Staging,Hyderabad,POST,200,251.3,3.44,186
REQ-01491,2026-04-26 07:36:00,API Gateway,Production,Pune,POST,200,165.2,2.44,88
REQ-01492,2026-04-17 06:38:00,Payment Service,Production,Mumbai,GET,200,280.1,0.36,4
REQ-01493,2026-05-08 15:06:00,User Service,Production,Bangalore,DELETE,200,163.2,2.95,431
REQ-01494,2026-02-06 05:56:00,API Gateway,Staging,Bangalore,GET,200,268.0,3.69,58
REQ-01495,2026-02-24 14:09:00,Notification Service,Production,Hyderabad,GET,500,391.6,2.98,49
REQ-01496,2026-05-11 00:13:00,API Gateway,Production,Bangalore,POST,200,198.0,3.28,408
REQ-01497,2026-04-02 09:10:00,Payment Service,Production,Pune,POST,200,329.2,0.45,288
REQ-01498,2026-03-12 19:38:00,API Gateway,Staging,Hyderabad,GET,500,549.0,1.38,104
REQ-01499,2026-06-03 07:48:00,API Gateway,Production,Pune,DELETE,400,191.4,2.09,66
REQ-01500,2026-06-12 10:51:00,Notification Service,Production,Hyderabad,POST,500,401.3,2.23,108
REQ-01501,2026-06-17 06:39:00,Payment Service,Staging,Mumbai,POST,200,391.3,0.72,364
REQ-01502,2026-03-30 20:17:00,Payment Service,Production,Mumbai,GET,502,365.3,0.5,283
REQ-01503,2026-04-30 07:03:00,Auth Service,Production,Bangalore,GET,200,128.5,3.84,13
REQ-01504,2026-01-12 19:33:00,Notification Service,Staging,Bangalore,POST,200,246.2,0.38,156
REQ-01505,2026-01-29 04:05:00,Notification Service,Production,Mumbai,GET,400,219.1,3.49,69
REQ-01506,2026-01-31 06:54:00,Notification Service,Staging,Pune,PUT,503,407.3,1.13,393
REQ-01507,2026-05-31 13:51:00,Auth Service,Production,Mumbai,DELETE,502,248.2,1.81,259
REQ-01508,2026-01-31 22:37:00,User Service,Production,Bangalore,GET,201,245.5,3.84,472
REQ-01509,2026-06-10 14:56:00,Notification Service,Production,Pune,POST,200,245.2,0.91,290
REQ-01510,2026-01-06 08:31:00,Auth Service,Production,Hyderabad,POST,500,221.8,3.97,259
REQ-01511,2026-05-29 02:00:00,API Gateway,Staging,Hyderabad,POST,200,198.3,2.09,331
REQ-01512,2026-02-20 02:03:00,Payment Service,Production,Pune,GET,200,517.9,0.91,483
REQ-01513,2026-02-18 01:12:00,API Gateway,Production,Bangalore,GET,200,132.5,1.91,383
REQ-01514,2026-01-30 17:57:00,API Gateway,Staging,Hyderabad,POST,503,423.4,1.82,333
REQ-01515,2026-06-29 22:31:00,API Gateway,Production,Bangalore,GET,201,79.2,2.55,149
REQ-01516,2026-04-03 12:36:00,Payment Service,Production,Pune,POST,201,382.9,1.37,35
REQ-01517,2026-03-14 09:53:00,Notification Service,Production,Hyderabad,GET,200,300.2,1.12,257
REQ-01518,2026-02-15 23:09:00,User Service,Staging,Hyderabad,PUT,200,193.1,1.81,298
REQ-01519,2026-05-01 08:32:00,Notification Service,Staging,Pune,GET,404,262.4,1.94,219
REQ-01520,2026-01-03 01:13:00,User Service,Production,Pune,PUT,404,231.7,0.7,103
REQ-01521,2026-04-08 07:19:00,Payment Service,Production,Pune,POST,200,474.6,1.16,10
REQ-01522,2026-01-22 00:33:00,API Gateway,Production,Pune,GET,200,267.6,3.24,482
REQ-01523,2026-01-08 20:50:00,API Gateway,Production,Bangalore,POST,201,255.9,0.21,177
REQ-01524,2026-06-04 00:07:00,API Gateway,Production,Mumbai,DELETE,200,166.8,0.38,246
REQ-01525,2026-01-23 22:50:00,API Gateway,Staging,Pune,GET,200,255.8,2.55,131
REQ-01526,2026-01-01 21:33:00,API Gateway,Production,Hyderabad,GET,200,185.2,1.84,294
REQ-01527,2026-05-28 04:21:00,API Gateway,Staging,Bangalore,POST,200,239.5,0.25,383
REQ-01528,2026-03-23 11:02:00,Payment Service,Production,Pune,POST,200,179.5,2.46,293
REQ-01529,2026-05-31 01:52:00,User Service,Staging,Mumbai,GET,502,345.6,3.77,241
REQ-01530,2026-01-22 00:44:00,Auth Service,Staging,Bangalore,POST,200,158.7,3.7,235
REQ-01531,2026-06-27 12:23:00,Payment Service,Production,Pune,DELETE,200,385.8,3.93,73
REQ-01532,2026-02-09 19:53:00,Payment Service,Production,Mumbai,POST,200,403.3,1.39,79
REQ-01533,2026-06-21 14:48:00,Payment Service,Production,Hyderabad,GET,200,219.2,2.25,446
REQ-01534,2026-02-10 22:00:00,Payment Service,Production,Mumbai,GET,503,240.3,2.46,302
REQ-01535,2026-04-17 20:53:00,Payment Service,Production,Mumbai,GET,404,345.1,0.23,423
REQ-01536,2026-01-25 10:40:00,API Gateway,Production,Mumbai,POST,404,147.1,2.19,224
REQ-01537,2026-02-27 10:40:00,Payment Service,Staging,Hyderabad,POST,200,440.9,1.04,227
REQ-01538,2026-04-05 03:02:00,User Service,Production,Pune,GET,200,354.7,2.48,456
REQ-01539,2026-01-04 17:57:00,Notification Service,Production,Hyderabad,PUT,200,263.1,3.28,457
REQ-01540,2026-02-05 23:06:00,Notification Service,Production,Bangalore,GET,400,277.2,1.73,167
REQ-01541,2026-03-27 03:23:00,User Service,Production,Bangalore,GET,404,182.6,2.54,96
REQ-01542,2026-02-13 04:25:00,API Gateway,Production,Bangalore,GET,503,320.2,1.59,152
REQ-01543,2026-04-23 14:18:00,Payment Service,Production,Hyderabad,GET,200,386.9,1.75,261
REQ-01544,2026-06-27 06:44:00,API Gateway,Staging,Pune,GET,429,191.5,2.77,79
REQ-01545,2026-06-26 15:00:00,Auth Service,Production,Hyderabad,POST,200,157.8,0.37,320
REQ-01546,2026-02-04 13:17:00,Payment Service,Production,Mumbai,POST,401,314.1,3.94,338
REQ-01547,2026-05-14 11:01:00,Notification Service,Production,Mumbai,GET,200,352.3,3.4,449
REQ-01548,2026-06-06 13:20:00,Notification Service,Production,Bangalore,POST,200,250.2,0.35,457
REQ-01549,2026-02-04 07:13:00,User Service,Production,Bangalore,POST,500,281.6,3.18,392
REQ-01550,2026-02-10 07:53:00,User Service,Production,Bangalore,GET,200,141.5,2.04,226
REQ-01551,2026-02-20 11:03:00,User Service,Staging,Pune,GET,200,138.8,2.89,353
REQ-01552,2026-04-25 07:48:00,Notification Service,Production,Hyderabad,GET,200,267.2,2.25,312
REQ-01553,2026-01-07 01:52:00,API Gateway,Production,Bangalore,DELETE,429,198.2,2.69,460
REQ-01554,2026-01-11 23:04:00,User Service,Production,Mumbai,GET,200,254.2,1.12,48
REQ-01555,2026-03-11 21:48:00,Payment Service,Production,Bangalore,GET,201,354.7,0.95,107
REQ-01556,2026-04-26 05:26:00,Notification Service,Staging,Hyderabad,GET,400,118.9,1.66,497
REQ-01557,2026-06-02 00:50:00,API Gateway,Production,Mumbai,GET,500,401.3,1.92,315
REQ-01558,2026-01-11 03:49:00,User Service,Production,Pune,PUT,200,275.5,2.64,455
REQ-01559,2026-05-07 07:13:00,API Gateway,Staging,Pune,GET,200,110.4,3.35,378
REQ-01560,2026-03-09 02:43:00,Notification Service,Production,Pune,POST,200,147.4,3.32,229
REQ-01561,2026-02-26 14:46:00,Auth Service,Production,Pune,GET,200,133.7,0.68,382
REQ-01562,2026-03-22 01:36:00,Payment Service,Production,Bangalore,DELETE,200,450.3,3.21,415
REQ-01563,2026-03-03 09:25:00,User Service,Production,Hyderabad,POST,200,108.9,2.85,187
REQ-01564,2026-04-12 00:28:00,Auth Service,Production,Hyderabad,GET,200,182.2,1.78,182
REQ-01565,2026-05-31 12:47:00,Payment Service,Production,Hyderabad,POST,429,182.7,0.92,55
REQ-01566,2026-01-26 06:57:00,API Gateway,Production,Bangalore,POST,200,105.7,2.83,226
REQ-01567,2026-03-07 22:45:00,Payment Service,Production,Bangalore,PUT,502,813.5,0.16,112
REQ-01568,2026-05-07 19:16:00,User Service,Staging,Bangalore,POST,200,124.2,1.08,382
REQ-01569,2026-01-14 02:26:00,Auth Service,Production,Bangalore,GET,200,103.7,1.93,50
REQ-01570,2026-04-23 09:56:00,Auth Service,Production,Bangalore,POST,201,98.9,3.6,100
REQ-01571,2026-06-17 19:10:00,Notification Service,Staging,Mumbai,GET,429,198.5,1.32,333
REQ-01572,2026-05-03 02:43:00,Payment Service,Production,Bangalore,GET,400,217.0,3.57,443
REQ-01573,2026-01-13 04:20:00,Payment Service,Production,Mumbai,POST,201,257.7,2.61,20
REQ-01574,2026-04-23 21:10:00,Payment Service,Production,Mumbai,DELETE,200,170.4,1.28,170
REQ-01575,2026-05-06 10:18:00,Payment Service,Production,Bangalore,POST,429,410.4,3.62,156
REQ-01576,2026-06-21 15:41:00,User Service,Production,Bangalore,GET,401,162.2,2.67,443
REQ-01577,2026-01-19 07:12:00,Payment Service,Production,Mumbai,POST,200,208.0,1.61,53
REQ-01578,2026-01-16 18:26:00,User Service,Staging,Bangalore,GET,502,412.5,2.57,14
REQ-01579,2026-05-26 12:07:00,Payment Service,Production,Bangalore,GET,400,314.5,0.39,57
REQ-01580,2026-03-24 03:18:00,User Service,Production,Hyderabad,POST,200,116.8,1.92,3
REQ-01581,2026-06-20 07:01:00,Auth Service,Production,Hyderabad,PUT,200,164.1,3.57,43
REQ-01582,2026-05-26 20:50:00,API Gateway,Production,Pune,DELETE,200,63.0,2.14,449
REQ-01583,2026-01-08 19:31:00,Payment Service,Production,Hyderabad,GET,500,702.4,1.04,73
REQ-01584,2026-03-01 03:01:00,Notification Service,Production,Hyderabad,GET,201,344.2,2.29,84
REQ-01585,2026-03-02 05:55:00,API Gateway,Production,Mumbai,POST,200,197.2,1.68,258
REQ-01586,2026-06-18 16:03:00,User Service,Production,Hyderabad,GET,503,295.0,1.05,320
REQ-01587,2026-06-09 06:31:00,Payment Service,Production,Bangalore,POST,200,172.0,2.71,224
REQ-01588,2026-05-05 01:46:00,Payment Service,Staging,Mumbai,GET,200,323.1,1.99,31
REQ-01589,2026-04-01 01:56:00,Payment Service,Production,Bangalore,GET,201,408.0,3.08,405
REQ-01590,2026-05-24 02:28:00,API Gateway,Production,Bangalore,PUT,401,163.6,1.08,465
REQ-01591,2026-02-02 09:39:00,User Service,Production,Pune,POST,201,164.0,2.11,249
REQ-01592,2026-03-06 08:40:00,User Service,Production,Hyderabad,GET,201,250.5,1.21,275
REQ-01593,2026-03-04 09:28:00,API Gateway,Production,Bangalore,POST,404,213.8,1.38,70
REQ-01594,2026-02-04 22:37:00,Payment Service,Production,Pune,GET,200,392.3,0.38,369
REQ-01595,2026-04-28 16:11:00,User Service,Staging,Hyderabad,GET,200,161.3,2.08,117
REQ-01596,2026-06-04 02:10:00,API Gateway,Production,Hyderabad,GET,200,186.1,1.38,416
REQ-01597,2026-01-01 16:22:00,API Gateway,Production,Bangalore,GET,200,101.2,0.12,263
REQ-01598,2026-02-26 04:21:00,Payment Service,Production,Pune,GET,404,303.2,0.46,174
REQ-01599,2026-06-14 05:26:00,API Gateway,Production,Pune,POST,200,229.8,2.1,257
REQ-01600,2026-05-03 20:44:00,User Service,Production,Hyderabad,POST,200,237.0,2.23,12
REQ-01601,2026-03-12 10:27:00,Notification Service,Production,Mumbai,PUT,200,345.3,1.44,477
REQ-01602,2026-02-21 13:05:00,API Gateway,Production,Bangalore,POST,401,135.6,2.75,303
REQ-01603,2026-06-05 07:16:00,API Gateway,Production,Pune,GET,200,250.8,2.8,290
REQ-01604,2026-01-09 01:48:00,API Gateway,Staging,Mumbai,GET,429,190.1,3.02,397
REQ-01605,2026-04-09 14:34:00,Auth Service,Production,Pune,GET,200,123.7,3.29,215
REQ-01606,2026-06-28 15:54:00,API Gateway,Production,Pune,POST,200,102.5,2.48,343
REQ-01607,2026-06-21 18:06:00,Auth Service,Production,Pune,GET,200,138.8,2.25,145
REQ-01608,2026-06-20 17:49:00,Payment Service,Production,Pune,POST,502,461.7,2.44,442
REQ-01609,2026-06-24 07:50:00,Notification Service,Production,Hyderabad,PUT,200,169.6,1.66,179
REQ-01610,2026-06-04 15:56:00,Auth Service,Production,Bangalore,POST,500,379.5,2.22,245
REQ-01611,2026-05-23 20:16:00,API Gateway,Staging,Bangalore,PUT,200,146.1,2.16,63
REQ-01612,2026-03-21 04:53:00,API Gateway,Production,Bangalore,POST,429,337.8,3.42,61
REQ-01613,2026-01-14 14:15:00,Notification Service,Production,Bangalore,POST,429,356.7,2.88,73
REQ-01614,2026-02-27 16:00:00,API Gateway,Production,Hyderabad,POST,503,253.2,2.23,498
REQ-01615,2026-02-08 23:43:00,User Service,Production,Pune,GET,429,173.0,0.41,450
REQ-01616,2026-05-09 18:31:00,API Gateway,Production,Pune,GET,200,326.9,3.92,220
REQ-01617,2026-05-05 04:10:00,API Gateway,Staging,Hyderabad,POST,200,253.3,1.37,368
REQ-01618,2026-06-19 07:07:00,Auth Service,Production,Pune,POST,200,213.7,1.61,147
REQ-01619,2026-01-14 05:30:00,API Gateway,Production,Pune,GET,200,164.3,2.49,46
REQ-01620,2026-05-17 23:46:00,API Gateway,Production,Mumbai,POST,200,200.3,3.29,223
REQ-01621,2026-05-30 02:03:00,Auth Service,Production,Pune,POST,400,158.0,3.62,185
REQ-01622,2026-03-01 09:50:00,User Service,Production,Hyderabad,GET,400,311.4,2.16,124
REQ-01623,2026-05-28 04:28:00,Notification Service,Production,Hyderabad,GET,200,331.3,0.57,79
REQ-01624,2026-06-14 13:43:00,User Service,Production,Bangalore,GET,201,199.1,0.21,96
REQ-01625,2026-03-14 00:36:00,API Gateway,Production,Mumbai,PUT,200,158.8,3.79,361
REQ-01626,2026-01-17 17:25:00,Notification Service,Production,Hyderabad,POST,200,145.2,0.34,249
REQ-01627,2026-04-04 08:03:00,API Gateway,Production,Hyderabad,PUT,401,182.5,0.4,407
REQ-01628,2026-06-03 08:51:00,Notification Service,Production,Bangalore,PUT,200,155.4,2.12,14
REQ-01629,2026-05-21 20:50:00,Notification Service,Production,Bangalore,DELETE,502,441.8,1.54,250
REQ-01630,2026-01-11 06:21:00,User Service,Production,Hyderabad,POST,503,490.7,0.94,67
REQ-01631,2026-04-24 10:11:00,Auth Service,Staging,Pune,GET,200,183.6,3.91,31
REQ-01632,2026-06-05 23:05:00,User Service,Production,Bangalore,GET,201,165.7,0.26,64
REQ-01633,2026-02-25 08:57:00,API Gateway,Production,Mumbai,GET,200,129.7,1.12,355
REQ-01634,2026-05-07 07:11:00,Auth Service,Production,Hyderabad,GET,401,85.4,2.6,320
REQ-01635,2026-06-23 04:13:00,User Service,Production,Pune,POST,200,146.9,0.69,61
REQ-01636,2026-05-22 03:42:00,Payment Service,Production,Bangalore,POST,200,363.1,1.17,39
REQ-01637,2026-01-02 03:38:00,User Service,Production,Hyderabad,DELETE,200,171.6,1.01,271
REQ-01638,2026-06-20 13:02:00,API Gateway,Production,Mumbai,GET,200,226.1,3.46,344
REQ-01639,2026-05-03 06:17:00,Payment Service,Staging,Hyderabad,GET,503,784.3,0.85,346
REQ-01640,2026-05-09 05:47:00,Notification Service,Staging,Pune,GET,200,281.9,3.88,310
REQ-01641,2026-02-01 21:57:00,Auth Service,Production,Mumbai,GET,200,98.8,3.05,429
REQ-01642,2026-02-24 03:51:00,Notification Service,Production,Pune,GET,200,218.0,0.88,207
REQ-01643,2026-06-08 14:40:00,User Service,Staging,Mumbai,GET,201,255.9,0.28,131
REQ-01644,2026-01-04 00:13:00,Payment Service,Production,Mumbai,GET,201,300.7,2.65,407
REQ-01645,2026-03-12 19:46:00,Notification Service,Production,Pune,GET,200,289.3,0.77,146
REQ-01646,2026-03-02 13:11:00,User Service,Production,Pune,POST,200,225.4,0.21,69
REQ-01647,2026-06-04 22:54:00,User Service,Production,Hyderabad,DELETE,400,275.5,1.2,199
REQ-01648,2026-02-15 09:51:00,API Gateway,Production,Hyderabad,GET,200,153.3,1.55,304
REQ-01649,2026-01-21 10:24:00,Notification Service,Production,Pune,GET,429,209.1,0.8,248
REQ-01650,2026-05-30 05:57:00,Notification Service,Production,Hyderabad,POST,200,126.3,0.9,241
REQ-01651,2026-02-05 00:20:00,User Service,Production,Mumbai,GET,201,293.5,3.38,382
REQ-01652,2026-06-27 04:12:00,User Service,Production,Mumbai,DELETE,404,329.4,0.83,318
REQ-01653,2026-04-05 05:41:00,Payment Service,Production,Hyderabad,DELETE,500,382.0,3.84,235
REQ-01654,2026-06-25 18:50:00,Auth Service,Production,Pune,GET,200,161.3,1.33,15
REQ-01655,2026-04-29 04:49:00,API Gateway,Production,Bangalore,PUT,404,232.5,2.07,359
REQ-01656,2026-04-05 14:43:00,API Gateway,Staging,Hyderabad,POST,400,87.8,0.76,41
REQ-01657,2026-03-09 18:23:00,Notification Service,Production,Pune,POST,200,115.1,2.82,85
REQ-01658,2026-05-15 21:27:00,API Gateway,Production,Mumbai,GET,500,193.5,2.89,396
REQ-01659,2026-05-24 13:37:00,Auth Service,Production,Pune,GET,200,188.7,2.62,145
REQ-01660,2026-04-04 10:36:00,Auth Service,Staging,Mumbai,GET,401,129.9,0.68,17
REQ-01661,2026-02-10 22:25:00,User Service,Production,Bangalore,POST,400,151.9,1.33,215
REQ-01662,2026-02-19 15:59:00,Payment Service,Staging,Bangalore,GET,500,578.7,0.24,372
REQ-01663,2026-05-02 18:48:00,User Service,Production,Bangalore,POST,200,282.0,0.83,266
REQ-01664,2026-05-19 09:47:00,Notification Service,Production,Hyderabad,GET,200,316.5,2.45,410
REQ-01665,2026-04-11 12:50:00,Auth Service,Staging,Bangalore,GET,201,111.9,1.56,212
REQ-01666,2026-04-15 10:44:00,User Service,Production,Mumbai,GET,429,312.3,1.24,470
REQ-01667,2026-05-15 16:33:00,Payment Service,Staging,Bangalore,PUT,200,222.5,1.32,10
REQ-01668,2026-02-17 12:08:00,Payment Service,Staging,Hyderabad,POST,400,258.7,2.57,4
REQ-01669,2026-01-27 02:37:00,Notification Service,Production,Hyderabad,GET,502,189.7,0.49,243
REQ-01670,2026-02-17 13:21:00,API Gateway,Production,Hyderabad,POST,200,186.4,1.42,89
REQ-01671,2026-04-26 16:57:00,Payment Service,Production,Pune,PUT,400,319.1,1.89,301
REQ-01672,2026-03-22 11:50:00,User Service,Production,Mumbai,POST,200,171.6,3.44,349
REQ-01673,2026-05-13 19:52:00,Auth Service,Production,Bangalore,POST,200,183.0,1.25,49
REQ-01674,2026-06-06 18:23:00,Auth Service,Production,Bangalore,PUT,400,94.1,2.61,159
REQ-01675,2026-06-15 12:30:00,User Service,Production,Hyderabad,PUT,200,148.9,0.23,128
REQ-01676,2026-04-29 06:36:00,User Service,Production,Hyderabad,POST,401,158.9,3.43,36
REQ-01677,2026-04-27 23:29:00,API Gateway,Staging,Pune,PUT,201,295.9,3.77,305
REQ-01678,2026-01-22 09:03:00,Payment Service,Production,Bangalore,GET,400,190.9,1.3,308
REQ-01679,2026-04-05 04:11:00,API Gateway,Staging,Mumbai,POST,201,122.6,2.25,401
REQ-01680,2026-05-27 12:33:00,Auth Service,Production,Bangalore,POST,401,111.8,1.53,375
REQ-01681,2026-01-12 22:56:00,Auth Service,Production,Mumbai,DELETE,200,172.4,2.59,164
REQ-01682,2026-01-15 12:52:00,User Service,Production,Mumbai,GET,200,228.9,3.84,474
REQ-01683,2026-04-18 20:24:00,User Service,Staging,Mumbai,POST,502,459.3,0.66,218
REQ-01684,2026-01-16 07:10:00,User Service,Production,Bangalore,GET,201,182.5,2.13,406
REQ-01685,2026-02-21 23:41:00,Notification Service,Production,Bangalore,POST,200,285.2,0.91,198
REQ-01686,2026-01-05 22:21:00,API Gateway,Production,Pune,POST,500,317.3,2.63,231
REQ-01687,2026-04-07 17:31:00,Auth Service,Production,Bangalore,GET,200,115.5,3.96,424
REQ-01688,2026-04-16 20:55:00,Notification Service,Production,Pune,GET,200,261.9,1.45,402
REQ-01689,2026-06-08 00:33:00,Payment Service,Production,Bangalore,GET,200,343.0,1.4,280
REQ-01690,2026-05-05 11:44:00,API Gateway,Production,Pune,GET,200,84.8,3.19,95
REQ-01691,2026-05-13 02:55:00,Notification Service,Production,Bangalore,GET,500,260.5,1.81,71
REQ-01692,2026-02-28 22:05:00,API Gateway,Production,Mumbai,GET,200,189.7,1.68,134
REQ-01693,2026-04-17 08:49:00,User Service,Production,Hyderabad,GET,502,255.4,3.73,418
REQ-01694,2026-03-18 23:25:00,User Service,Production,Pune,PUT,200,257.9,0.86,212
REQ-01695,2026-02-08 07:48:00,API Gateway,Production,Hyderabad,GET,200,241.4,2.24,332
REQ-01696,2026-01-06 04:45:00,Notification Service,Production,Pune,DELETE,200,322.4,0.83,81
REQ-01697,2026-04-16 12:33:00,Auth Service,Staging,Hyderabad,POST,200,148.7,2.26,19
REQ-01698,2026-06-04 08:13:00,API Gateway,Production,Pune,POST,200,209.2,3.6,283
REQ-01699,2026-05-04 05:42:00,API Gateway,Production,Mumbai,GET,201,161.0,2.44,154
REQ-01700,2026-02-20 00:43:00,Auth Service,Production,Hyderabad,GET,200,143.8,3.77,236
REQ-01701,2026-04-01 04:09:00,User Service,Production,Hyderabad,GET,201,264.8,1.98,252
REQ-01702,2026-03-19 01:09:00,User Service,Production,Pune,POST,200,133.5,3.89,2
REQ-01703,2026-03-21 03:44:00,Auth Service,Production,Mumbai,GET,502,275.0,0.87,249
REQ-01704,2026-04-15 23:01:00,Payment Service,Production,Bangalore,POST,200,463.8,1.06,291
REQ-01705,2026-05-02 17:12:00,Notification Service,Production,Mumbai,GET,200,154.2,3.4,214
REQ-01706,2026-06-04 22:49:00,Payment Service,Production,Hyderabad,GET,200,257.9,3.5,136
REQ-01707,2026-03-30 07:17:00,Payment Service,Production,Bangalore,POST,200,525.7,2.78,157
REQ-01708,2026-06-06 01:48:00,Payment Service,Production,Pune,GET,400,435.1,1.49,236
REQ-01709,2026-05-07 02:23:00,Payment Service,Production,Hyderabad,DELETE,400,285.4,1.51,157
REQ-01710,2026-04-16 19:37:00,API Gateway,Production,Mumbai,GET,200,213.6,0.16,234
REQ-01711,2026-05-16 01:13:00,Payment Service,Production,Mumbai,GET,201,301.8,0.2,259
REQ-01712,2026-04-20 09:17:00,Auth Service,Production,Mumbai,GET,503,238.2,3.55,130
REQ-01713,2026-06-21 06:02:00,User Service,Production,Pune,POST,200,99.6,3.94,111
REQ-01714,2026-06-15 09:11:00,User Service,Production,Pune,DELETE,200,229.0,2.33,482
REQ-01715,2026-04-06 01:30:00,Payment Service,Production,Bangalore,POST,429,220.4,2.99,43
REQ-01716,2026-06-14 13:57:00,Payment Service,Production,Bangalore,DELETE,200,176.9,2.03,158
REQ-01717,2026-03-26 02:23:00,API Gateway,Production,Bangalore,POST,502,176.5,1.33,466
REQ-01718,2026-04-25 17:35:00,Payment Service,Production,Pune,GET,404,219.5,2.09,480
REQ-01719,2026-05-24 22:22:00,API Gateway,Staging,Pune,DELETE,401,140.4,3.18,494
REQ-01720,2026-03-09 16:09:00,API Gateway,Production,Pune,POST,502,391.4,3.16,479
REQ-01721,2026-03-10 13:24:00,User Service,Staging,Hyderabad,GET,502,214.1,0.41,368
REQ-01722,2026-06-25 23:29:00,API Gateway,Production,Bangalore,DELETE,200,250.0,0.4,307
REQ-01723,2026-05-25 15:11:00,Payment Service,Production,Bangalore,GET,429,289.1,2.41,325
REQ-01724,2026-02-22 14:03:00,API Gateway,Staging,Pune,GET,201,129.9,1.04,363
REQ-01725,2026-06-29 01:21:00,Auth Service,Staging,Pune,GET,200,101.6,1.49,50
REQ-01726,2026-05-13 13:33:00,Auth Service,Production,Mumbai,DELETE,200,165.9,3.05,241
REQ-01727,2026-02-01 19:53:00,User Service,Production,Pune,PUT,502,200.1,3.59,25
REQ-01728,2026-04-11 12:31:00,Notification Service,Production,Pune,PUT,200,282.8,1.28,368
REQ-01729,2026-04-08 19:22:00,Payment Service,Production,Mumbai,POST,200,313.1,1.09,284
REQ-01730,2026-02-27 22:59:00,Payment Service,Production,Pune,GET,400,399.5,2.59,144
REQ-01731,2026-06-22 07:55:00,API Gateway,Production,Hyderabad,POST,200,122.4,1.65,161
REQ-01732,2026-05-12 08:22:00,User Service,Production,Hyderabad,GET,503,346.3,3.04,88
REQ-01733,2026-01-06 01:28:00,API Gateway,Production,Mumbai,POST,503,217.7,1.88,48
REQ-01734,2026-02-27 21:38:00,API Gateway,Production,Pune,GET,200,189.2,2.44,41
REQ-01735,2026-02-09 17:04:00,API Gateway,Staging,Mumbai,GET,200,322.5,1.29,120
REQ-01736,2026-04-07 10:34:00,User Service,Production,Pune,PUT,400,356.4,0.27,205
REQ-01737,2026-04-06 08:21:00,Payment Service,Production,Hyderabad,POST,200,353.8,1.45,128
REQ-01738,2026-04-07 15:35:00,Notification Service,Production,Hyderabad,POST,200,398.4,3.17,362
REQ-01739,2026-04-12 11:01:00,API Gateway,Production,Mumbai,DELETE,200,99.4,2.26,417
REQ-01740,2026-03-20 13:54:00,Payment Service,Staging,Bangalore,GET,200,285.3,0.48,50
REQ-01741,2026-01-17 20:20:00,User Service,Production,Bangalore,PUT,401,282.6,1.0,190
REQ-01742,2026-05-22 22:18:00,API Gateway,Staging,Bangalore,POST,201,43.0,3.06,401
REQ-01743,2026-05-12 06:53:00,Auth Service,Production,Mumbai,POST,502,201.6,0.82,304
REQ-01744,2026-02-03 02:06:00,API Gateway,Production,Hyderabad,GET,500,306.9,2.82,169
REQ-01745,2026-03-01 02:14:00,Notification Service,Staging,Mumbai,GET,200,146.9,1.19,395
REQ-01746,2026-05-02 22:56:00,API Gateway,Staging,Hyderabad,DELETE,200,221.5,1.44,372
REQ-01747,2026-02-04 00:48:00,Notification Service,Staging,Bangalore,GET,401,222.6,2.62,42
REQ-01748,2026-03-20 15:51:00,Auth Service,Staging,Hyderabad,POST,201,147.8,1.84,458
REQ-01749,2026-03-17 03:47:00,User Service,Production,Pune,POST,400,192.9,0.86,214
REQ-01750,2026-05-20 15:10:00,Auth Service,Production,Pune,GET,200,168.1,0.5,200
REQ-01751,2026-03-31 11:43:00,Payment Service,Production,Mumbai,GET,400,399.9,0.4,92
REQ-01752,2026-01-21 13:25:00,API Gateway,Staging,Hyderabad,GET,200,204.0,2.26,345
REQ-01753,2026-04-09 03:21:00,Auth Service,Production,Mumbai,PUT,502,127.9,1.61,479
REQ-01754,2026-01-05 07:40:00,Payment Service,Staging,Mumbai,POST,503,653.8,1.41,495
REQ-01755,2026-01-07 20:24:00,Payment Service,Production,Pune,GET,201,313.1,1.47,243
